case_name,seed,method_name,utility_type,w,a,k0,revenue,offline_revenue,revenue_ratio,runtime_sec,accept_rate,accepted_count,n,m,inventory_total,inventory_used_total,inventory_utilization,resource_used,resource_left,update_points
case_standard,420,Approach2.1,log,1.0,,100,16181.440330823827,19722.894011688142,0.8204394507841706,0.03250002861022949,0.3021212121212121,2991,10000,10,10000.0,8320.0,0.832,"[982.0, 1000.0, 676.0, 765.0, 720.0, 798.0, 1000.0, 813.0, 566.0, 1000.0]","[18.0, 0.0, 324.0, 235.0, 280.0, 202.0, 0.0, 187.0, 434.0, 0.0]",
case_standard,420,Approach2.1,log,5.0,,100,14000.225613441604,19722.894011688142,0.7098464152950789,0.02634716033935547,0.26232323232323235,2597,10000,10,10000.0,6952.0,0.6952,"[584.0, 1000.0, 516.0, 485.0, 548.0, 624.0, 954.0, 667.0, 574.0, 1000.0]","[416.0, 0.0, 484.0, 515.0, 452.0, 376.0, 46.0, 333.0, 426.0, 0.0]",
case_standard,420,Approach2.1,log,10.0,,100,10733.775406232851,19722.894011688142,0.5442292292333885,0.027553081512451172,0.2085858585858586,2065,10000,10,10000.0,5017.0,0.5017,"[252.0, 494.0, 377.0, 309.0, 448.0, 549.0, 735.0, 566.0, 409.0, 878.0]","[748.0, 506.0, 623.0, 691.0, 552.0, 451.0, 265.0, 434.0, 591.0, 122.0]",
case_standard,420,Approach2.1,log,20.0,,100,2507.5737794762026,19722.894011688142,0.12714025527846823,0.027109146118164062,0.0597979797979798,592,10000,10,10000.0,978.0,0.0978,"[0.0, 0.0, 3.0, 8.0, 29.0, 108.0, 174.0, 188.0, 182.0, 286.0]","[1000.0, 1000.0, 997.0, 992.0, 971.0, 892.0, 826.0, 812.0, 818.0, 714.0]",
case_standard,420,Approach2.1,exp,1.0,0.01,100,15839.360264908471,19722.894011688142,0.8030951368253453,0.07248187065124512,0.29404040404040405,2911,10000,10,10000.0,8247.0,0.8247,"[1000.0, 1000.0, 795.0, 749.0, 667.0, 726.0, 1000.0, 864.0, 446.0, 1000.0]","[0.0, 0.0, 205.0, 251.0, 333.0, 274.0, 0.0, 136.0, 554.0, 0.0]",
case_standard,420,Approach2.1,exp,1.0,0.05,100,15839.360264908471,19722.894011688142,0.8030951368253453,0.033480167388916016,0.29404040404040405,2911,10000,10,10000.0,8247.0,0.8247,"[1000.0, 1000.0, 795.0, 749.0, 667.0, 726.0, 1000.0, 864.0, 446.0, 1000.0]","[0.0, 0.0, 205.0, 251.0, 333.0, 274.0, 0.0, 136.0, 554.0, 0.0]",
case_standard,420,Approach2.1,exp,1.0,0.1,100,15839.360264908471,19722.894011688142,0.8030951368253453,0.02904796600341797,0.29404040404040405,2911,10000,10,10000.0,8247.0,0.8247,"[1000.0, 1000.0, 795.0, 749.0, 667.0, 726.0, 1000.0, 864.0, 446.0, 1000.0]","[0.0, 0.0, 205.0, 251.0, 333.0, 274.0, 0.0, 136.0, 554.0, 0.0]",
case_standard,420,Approach2.1,exp,5.0,0.01,100,15839.360264908471,19722.894011688142,0.8030951368253453,0.024409770965576172,0.29404040404040405,2911,10000,10,10000.0,8247.0,0.8247,"[1000.0, 1000.0, 795.0, 749.0, 667.0, 726.0, 1000.0, 864.0, 446.0, 1000.0]","[0.0, 0.0, 205.0, 251.0, 333.0, 274.0, 0.0, 136.0, 554.0, 0.0]",
case_standard,420,Approach2.1,exp,5.0,0.05,100,15839.360264908471,19722.894011688142,0.8030951368253453,0.023465394973754883,0.29404040404040405,2911,10000,10,10000.0,8247.0,0.8247,"[1000.0, 1000.0, 795.0, 749.0, 667.0, 726.0, 1000.0, 864.0, 446.0, 1000.0]","[0.0, 0.0, 205.0, 251.0, 333.0, 274.0, 0.0, 136.0, 554.0, 0.0]",
case_standard,420,Approach2.1,exp,5.0,0.1,100,15839.360264908471,19722.894011688142,0.8030951368253453,0.023211002349853516,0.29404040404040405,2911,10000,10,10000.0,8247.0,0.8247,"[1000.0, 1000.0, 795.0, 749.0, 667.0, 726.0, 1000.0, 864.0, 446.0, 1000.0]","[0.0, 0.0, 205.0, 251.0, 333.0, 274.0, 0.0, 136.0, 554.0, 0.0]",
